url,longitud_url,tiene_https,cantidad_guiones,cantidad_digitos,ranking_alexa,longitud_titulo,cantidad_palabras_clave,tiempo_registro,es_phishing
robertson.com,13,False,0,0,388860,39,6,11,False
silva.com,9,True,0,0,120712,58,2,12,False
keith.info,10,False,0,0,298569,24,2,15,True
ramirez.com,11,True,0,0,364532,51,5,13,True
thompson.com,12,True,0,0,94628,60,6,3,False
welch-thompson.com,18,False,1,0,378040,41,13,14,False
rodriguez-watts.info,20,False,1,0,397404,41,6,11,False
ruiz-lambert.biz,16,False,1,0,395707,15,14,19,False
mata-perez.com,14,False,1,0,356574,11,0,14,True
west.info,9,False,0,0,30102,56,5,3,False
bell.com,8,True,0,0,124527,28,6,7,False
smith.com,9,False,0,0,30020,70,15,1,False
moore-cook.biz,14,True,1,0,36584,47,5,6,False
williams.com,12,False,0,0,189923,58,10,1,True
ramirez.com,11,True,0,0,33845,50,11,7,False
harris.info,11,False,0,0,60003,45,1,7,False
harrington.biz,14,False,0,0,7553,50,9,8,True
cox.com,7,False,0,0,139806,15,6,17,True
baker-shannon.com,17,True,1,0,418050,16,12,10,True
brown.com,9,True,0,0,250552,41,9,17,True
brady.com,9,True,0,0,132226,60,13,16,True
white.biz,9,False,0,0,356114,51,9,1,True
gonzales-young.org,18,False,1,0,466165,20,0,8,False
lara-farmer.biz,15,True,1,0,203912,16,0,9,False
brown-hubbard.net,17,False,1,0,313362,68,5,4,False
chandler.info,13,False,0,0,426833,68,9,17,True
lewis-shepherd.com,18,False,1,0,403858,31,9,8,False
holloway.info,13,False,0,0,292022,57,14,2,True
morrison-adams.com,18,False,1,0,293052,42,14,14,True
decker.com,10,False,0,0,218043,54,7,15,True
stewart.com,11,False,0,0,365921,17,12,9,True
brooks.com,10,True,0,0,439425,16,7,15,True
avila.com,9,False,0,0,162419,15,3,14,False
jordan.com,10,True,0,0,376080,61,3,9,True
mack.com,8,False,0,0,264754,36,11,12,False
briggs.org,10,True,0,0,379787,60,3,9,True
herrera.org,11,True,0,0,158717,42,12,9,True
burch.com,9,True,0,0,415954,65,6,18,True
clark.net,9,False,0,0,371283,25,6,11,False
johnson.com,11,False,0,0,257686,53,15,19,False
dyer-mathews.com,16,True,1,0,364343,48,12,9,True
hansen.com,10,True,0,0,21253,44,6,9,True
gonzalez-valentine.com,22,False,1,0,230784,42,11,11,False
mata.info,9,False,0,0,68793,45,8,9,False
perez.org,9,True,0,0,150049,29,2,12,True
small-miller.net,16,False,1,0,172204,50,13,16,True
abbott.net,10,True,0,0,368244,30,10,13,True
gross.biz,9,True,0,0,399364,53,14,14,False
simmons-arnold.com,18,True,1,0,418658,30,11,20,True
cooper.net,10,True,0,0,222696,34,13,17,False
martinez-phillips.org,21,False,1,0,4545,29,11,18,False
gay.com,7,True,0,0,432426,59,0,5,True
branch.com,10,True,0,0,353861,17,8,11,False
fletcher-young.biz,18,True,1,0,51817,16,10,5,False
smith-caldwell.org,18,False,1,0,401913,10,3,8,True
wilson-james.com,16,False,1,0,91838,57,6,9,False
jackson.info,12,False,0,0,180725,24,4,17,False
collins.com,11,True,0,0,238543,62,10,20,True
andersen-wolfe.info,19,False,1,0,395268,14,4,14,False
jones-wise.net,14,False,1,0,449061,30,14,6,True
ross.com,8,True,0,0,223948,14,13,7,True
jones-anderson.com,18,True,1,0,107916,25,12,2,True
bishop.net,10,False,0,0,454586,14,7,19,True
gonzalez.biz,12,False,0,0,11190,48,12,14,False
valencia.com,12,True,0,0,355883,48,15,12,False
mitchell.org,12,False,0,0,79246,38,0,10,False
simon-jones.com,15,True,1,0,151201,67,6,12,True
castillo.org,12,False,0,0,70951,37,1,2,True
welch.org,9,False,0,0,434005,31,2,5,True
parker-dillon.com,17,False,1,0,120367,66,5,10,True
mckay-bartlett.com,18,True,1,0,57178,10,1,7,True
morgan.biz,10,True,0,0,249394,67,10,3,True
anderson-bryant.info,20,False,1,0,370303,14,7,4,False
livingston.info,15,True,0,0,458782,58,11,7,True
buck.com,8,False,0,0,315086,15,2,5,False
sullivan.com,12,False,0,0,282616,64,15,4,True
williams.biz,12,False,0,0,16850,43,0,20,True
ford.org,8,True,0,0,474230,65,10,8,False
walker-banks.org,16,True,1,0,172920,25,13,14,True
rollins.net,11,False,0,0,479289,45,5,7,True
gibbs.biz,9,False,0,0,320780,61,14,18,False
shaffer-juarez.biz,18,False,1,0,288921,62,13,20,False
gallagher.com,13,False,0,0,222853,55,5,14,False
davis.biz,9,False,0,0,23187,66,7,13,True
howell.org,10,False,0,0,396021,19,8,11,False
fisher-ward.com,15,True,1,0,160368,47,5,16,True
may.com,7,True,0,0,409303,57,9,10,True
phillips.net,12,True,0,0,220558,38,10,7,False
johns.biz,9,False,0,0,7553,56,12,18,False
edwards.biz,11,False,0,0,268946,62,1,7,True
smith.org,9,False,0,0,22083,70,14,2,False
rios.biz,8,False,0,0,351452,64,3,20,False
adams-sandoval.com,18,False,1,0,318554,52,13,4,False
taylor-guerra.com,17,False,1,0,326489,16,1,9,True
shelton.com,11,True,0,0,89749,41,11,10,False
smith.com,9,True,0,0,241490,13,12,18,True
carr.info,9,False,0,0,13349,42,8,4,True
matthews-gillespie.info,23,True,1,0,126909,58,0,3,False
duncan-rice.org,15,True,1,0,237356,33,15,9,True
paul-adams.com,14,False,1,0,208488,31,15,17,False
kaufman.com,11,False,0,0,17413,19,14,7,False
jones-bradley.com,17,True,1,0,332677,34,6,3,True
jackson-christensen.biz,23,True,1,0,331943,19,12,10,True
ellis.com,9,True,0,0,198112,32,5,16,True
norton.biz,10,True,0,0,176752,64,15,8,False
flores-johnson.com,18,True,1,0,57537,63,14,15,False
chan-williams.com,17,False,1,0,365473,22,1,7,False
romero.info,11,False,0,0,139218,59,6,10,True
jennings.com,12,False,0,0,94566,50,0,9,True
edwards.net,11,False,0,0,498186,32,6,9,True
williams.info,13,False,0,0,299100,63,10,15,False
miller-knox.com,15,True,1,0,77471,55,8,8,True
wilson-lester.com,17,True,1,0,406429,46,3,5,True
miller.com,10,True,0,0,14624,17,3,10,False
smith-davis.net,15,False,1,0,33751,53,1,3,False
campos-beck.com,15,True,1,0,75702,42,0,6,True
fuentes-jefferson.com,21,False,1,0,259671,45,1,17,False
sullivan.net,12,True,0,0,38554,52,6,14,False
eaton.com,9,True,0,0,283372,10,13,3,True
kelley.com,10,False,0,0,490946,65,0,18,False
chapman.com,11,False,0,0,316564,24,0,3,True
lewis.org,9,True,0,0,66197,50,14,19,True
sutton.net,10,True,0,0,121711,50,6,1,False
ferguson-walker.biz,19,False,1,0,423739,62,11,3,False
ayers-moreno.com,16,False,1,0,109259,31,3,19,False
price.info,10,False,0,0,232563,53,13,1,False
fry.info,8,True,0,0,274372,37,14,16,False
collins.com,11,False,0,0,300906,69,8,17,False
beltran-bender.biz,18,False,1,0,475849,28,12,14,False
vasquez-cobb.com,16,True,1,0,48428,41,10,14,False
shaw-arellano.org,17,True,1,0,247748,48,11,18,False
mckenzie-coleman.org,20,False,1,0,23393,22,9,12,True
watson-horn.biz,15,False,1,0,200435,61,3,13,False
cunningham.com,14,True,0,0,120719,38,11,6,True
phelps-ayers.com,16,True,1,0,4318,46,4,6,False
jones-munoz.biz,15,False,1,0,305374,22,8,11,False
gilbert-mcdonald.com,20,True,1,0,439776,36,10,3,False
simpson.net,11,True,0,0,76356,70,3,7,False
anderson.com,12,False,0,0,401261,41,12,4,True
hanson.biz,10,False,0,0,412286,39,1,1,False
scott.com,9,True,0,0,230012,60,11,5,False
smith-young.info,16,True,1,0,313101,15,14,6,False
cook.org,8,False,0,0,273885,61,4,15,True
becker.com,10,True,0,0,201331,32,2,10,True
myers.com,9,False,0,0,15863,40,15,7,False
fuller-dennis.com,17,False,1,0,242608,35,12,11,True
perez.com,9,True,0,0,21829,27,15,4,False
ramos.info,10,True,0,0,137197,34,1,3,False
tucker.com,10,False,0,0,351144,38,15,11,False
jacobs.com,10,True,0,0,109595,25,6,12,True
moore-ball.com,14,False,1,0,373419,38,12,1,True
nelson.com,10,False,0,0,109394,49,2,15,False
baker.org,9,True,0,0,452578,31,14,2,True
gomez.com,9,True,0,0,392186,10,15,13,False
smith.com,9,False,0,0,201003,16,4,10,False
miller.com,10,False,0,0,165671,26,4,2,True
irwin.com,9,True,0,0,293358,11,7,19,True
trujillo.org,12,False,0,0,450851,10,9,12,True
lane.com,8,False,0,0,144627,55,1,19,True
english.org,11,False,0,0,59211,69,8,7,True
randall.com,11,False,0,0,429335,41,6,5,False
watkins.com,11,False,0,0,425801,24,5,17,False
massey.biz,10,False,0,0,364913,37,10,16,True
smith.com,9,True,0,0,432914,54,6,9,False
sanchez.com,11,True,0,0,167692,68,1,4,False
stokes-pierce.com,17,False,1,0,234109,31,3,20,True
flynn.biz,9,False,0,0,13489,32,13,14,False
waters.com,10,False,0,0,307965,28,7,10,False
adams.biz,9,True,0,0,51401,43,7,8,True
mueller.com,11,True,0,0,289996,15,6,8,True
ramirez.biz,11,False,0,0,388426,68,2,11,True
wells-kennedy.info,18,False,1,0,420838,11,11,9,False
livingston.net,14,False,0,0,356327,46,4,20,True
martin-taylor.com,17,False,1,0,416954,38,9,7,True
bowman.com,10,False,0,0,96254,13,11,14,True
santiago-bowen.info,19,True,1,0,36897,58,3,6,False
marks.com,9,True,0,0,395406,25,7,8,False
coleman-silva.org,17,True,1,0,180085,45,3,15,False
wilson-robinson.com,19,False,1,0,329264,26,9,18,True
hawkins-davis.com,17,False,1,0,235013,58,8,18,False
pratt.com,9,False,0,0,255522,47,13,2,False
jenkins.com,11,True,0,0,364858,13,4,1,False
byrd-carrillo.org,17,True,1,0,212500,26,1,12,False
cooper.info,11,True,0,0,261403,11,1,11,True
anderson-davis.com,18,True,1,0,173843,39,4,2,False
pierce.info,11,True,0,0,337912,62,8,12,False
martin-garcia.com,17,True,1,0,296932,54,11,4,False
joyce-hamilton.org,18,False,1,0,117481,42,13,5,True
hughes.com,10,True,0,0,323701,15,14,6,True
johnson-ellis.info,18,True,1,0,148396,16,14,5,False
cunningham-drake.com,20,True,1,0,174637,61,0,19,False
armstrong-solomon.info,22,True,1,0,465850,58,7,3,False
butler.com,10,False,0,0,351758,61,1,11,False
carlson-holmes.com,18,True,1,0,476179,53,5,11,False
willis.info,11,False,0,0,193113,61,4,9,False
shaw.com,8,False,0,0,301943,23,10,6,True
castillo-kirby.com,18,True,1,0,466313,65,10,7,False
ruiz.com,8,False,0,0,57032,32,3,18,True
garcia.com,10,False,0,0,106581,40,9,18,False
medina-gomez.com,16,False,1,0,42592,70,12,12,False
rodriguez.net,13,True,0,0,17774,37,0,14,True
flores.com,10,False,0,0,192869,54,5,2,True
garza.com,9,False,0,0,248957,40,2,14,False
brown.com,9,True,0,0,178804,23,12,2,True
moore.com,9,False,0,0,343703,35,9,13,True
wong.net,8,True,0,0,63026,55,7,18,False
rivera.com,10,False,0,0,424623,29,10,17,True
dixon.org,9,False,0,0,353788,56,3,12,False
dickerson-parker.info,21,False,1,0,148186,10,0,10,False
martinez.com,12,False,0,0,24597,67,0,8,True
mejia-ruiz.org,14,False,1,0,169473,25,11,14,True
conley.com,10,False,0,0,395075,25,8,3,False
barker-benson.com,17,False,1,0,124287,53,3,3,False
sullivan-price.com,18,True,1,0,475733,20,2,1,True
murphy.com,10,False,0,0,316899,11,11,17,False
carter-marsh.com,16,True,1,0,135613,63,7,20,True
rogers-glover.net,17,True,1,0,331119,11,15,1,True
christensen-trujillo.com,24,False,1,0,211006,62,4,16,False
may.com,7,False,0,0,397692,43,3,12,False
mitchell-holmes.info,20,False,1,0,148822,63,7,7,True
thomas.com,10,True,0,0,78131,17,0,14,False
huerta.com,10,False,0,0,94761,37,5,15,True
lara.org,8,True,0,0,376982,27,15,9,True
walters-duran.com,17,False,1,0,264228,16,13,8,True
nelson.net,10,True,0,0,69540,19,10,15,False
smith.com,9,False,0,0,135626,70,6,8,False
nunez-ellis.biz,15,False,1,0,320247,62,10,8,True
tate.net,8,False,0,0,378166,44,7,8,True
jones.com,9,True,0,0,426521,57,4,16,False
davis-kennedy.net,17,False,1,0,140487,48,12,5,False
miles.com,9,True,0,0,39795,25,11,7,True
cortez.com,10,False,0,0,220856,39,11,6,True
cardenas.com,12,False,0,0,404943,47,2,19,False
morrow-king.com,15,False,1,0,173311,23,10,11,True
mcdaniel-cardenas.info,22,False,1,0,30942,21,4,14,False
sullivan.com,12,True,0,0,311244,47,2,16,False
hayes.biz,9,True,0,0,255668,39,6,15,False
martinez-floyd.com,18,False,1,0,164820,44,7,14,False
wagner-jones.com,16,True,1,0,403867,54,8,10,True
nelson-hamilton.org,19,True,1,0,411483,29,15,12,True
doyle.com,9,True,0,0,245467,50,3,8,False
ingram.org,10,True,0,0,449354,12,6,10,True
kim.com,7,True,0,0,240353,16,6,11,False
rodriguez.org,13,False,0,0,169838,50,14,8,True
johnson.com,11,True,0,0,150193,33,5,14,False
lindsey.biz,11,True,0,0,254913,47,2,14,True
alexander.com,13,False,0,0,72237,47,15,8,False
daniels.com,11,False,0,0,8913,10,8,9,True
gonzalez.com,12,False,0,0,11001,21,10,8,False
spencer-powell.biz,18,True,1,0,173937,65,4,16,False
smith.com,9,True,0,0,180186,69,0,10,True
diaz-austin.info,16,True,1,0,18596,52,0,15,False
bridges-mendoza.net,19,True,1,0,408844,61,2,14,False
munoz-weber.net,15,False,1,0,3750,53,15,9,False
barnett.biz,11,True,0,0,201430,40,3,8,True
ray.com,7,False,0,0,70889,26,9,15,True
burch.com,9,True,0,0,50099,10,15,11,False
lee.biz,7,True,0,0,244554,10,3,4,False
brown.info,10,False,0,0,306137,35,7,7,True
martin.com,10,True,0,0,36882,11,4,3,True
hopkins.biz,11,False,0,0,1969,65,9,15,False
olson.com,9,False,0,0,83243,49,5,5,True
martinez-fuller.com,19,True,1,0,303197,63,10,17,False
green.info,10,True,0,0,227477,15,7,5,False
lopez-turner.biz,16,False,1,0,97310,43,8,1,False
kennedy.net,11,True,0,0,411610,61,1,16,True
baker.com,9,True,0,0,33062,18,13,8,True
jones.com,9,False,0,0,428186,38,8,9,False
nelson.net,10,True,0,0,420191,63,15,5,True
orozco.biz,10,True,0,0,418755,63,6,9,False
cooper.biz,10,True,0,0,146306,54,15,8,False
french.com,10,False,0,0,252149,48,14,10,True
jackson.net,11,False,0,0,166325,55,3,18,False
johnson-holmes.com,18,False,1,0,438518,19,4,18,True
smith.com,9,False,0,0,488558,41,11,14,True
wells-johnson.com,17,False,1,0,489621,62,9,17,False
morrison.org,12,False,0,0,214803,35,7,9,True
aguilar.org,11,True,0,0,257082,28,13,7,True
galvan.com,10,True,0,0,101236,13,12,18,True
hess.info,9,False,0,0,306412,18,14,19,True
sandoval-harris.com,19,False,1,0,87492,56,7,5,True
taylor-ewing.net,16,True,1,0,278314,29,11,16,True
hines.com,9,False,0,0,11157,51,13,2,False
cherry.net,10,True,0,0,59477,41,7,19,False
harris.org,10,True,0,0,28346,28,14,7,False
caldwell-brown.net,18,False,1,0,116685,10,9,18,False
key-trevino.com,15,False,1,0,166521,69,2,7,False
bartlett.info,13,True,0,0,163566,15,3,9,False
williams.com,12,False,0,0,486127,46,4,7,False
french.com,10,False,0,0,119531,63,14,6,True
price-robinson.biz,18,True,1,0,260887,20,12,1,True
vargas.com,10,False,0,0,497478,43,7,7,True
hull-rodriguez.com,18,False,1,0,114768,10,8,10,False
hatfield.info,13,True,0,0,468248,46,15,12,False
martinez.info,13,True,0,0,435678,45,12,4,False
lewis-hoffman.biz,17,True,1,0,378792,45,0,4,True
griffin.com,11,True,0,0,443434,52,13,9,True
wood.net,8,True,0,0,483086,22,2,11,True
greene-robinson.com,19,True,1,0,338006,41,13,7,False
robinson-gibson.info,20,True,1,0,272967,44,15,7,False
sandoval.com,12,False,0,0,201026,21,11,5,False
perez.com,9,True,0,0,162273,34,8,5,True
kerr.net,8,True,0,0,24443,59,7,16,False
lee-hernandez.com,17,False,1,0,35637,56,4,15,True
bates-mckee.com,15,True,1,0,455743,38,4,3,True
hernandez.org,13,True,0,0,91764,36,11,12,True
robinson.com,12,True,0,0,222155,40,4,7,True
murphy.org,10,True,0,0,315027,62,14,6,True
nelson-perez.net,16,True,1,0,395802,65,9,14,False
contreras.info,14,False,0,0,250119,17,8,1,False
adams.com,9,False,0,0,208299,17,15,12,True
wilson.biz,10,False,0,0,1327,31,13,20,False
bush-white.net,14,True,1,0,479175,48,4,20,False
smith.com,9,True,0,0,102165,18,11,11,True
rivera.com,10,True,0,0,427713,32,5,8,True
ford-rodriguez.info,19,True,1,0,267551,67,3,8,True
mejia.net,9,False,0,0,427984,48,4,11,True
alexander.com,13,False,0,0,333240,68,14,13,False
fritz.org,9,False,0,0,307029,68,0,6,False
schultz.com,11,False,0,0,34574,44,7,10,True
medina.info,11,True,0,0,65365,51,6,14,False
zuniga-torres.com,17,True,1,0,48673,16,8,7,False
adams-turner.com,16,False,1,0,355257,42,5,15,True
henderson.info,14,True,0,0,169915,27,0,6,True
noble.info,10,True,0,0,39058,48,2,13,False
leon-porter.biz,15,True,1,0,35811,51,7,17,False
weaver.com,10,True,0,0,47774,67,10,17,False
flores.net,10,False,0,0,338278,68,13,2,False
bennett.com,11,True,0,0,95405,31,6,3,True
smith.com,9,True,0,0,95144,35,6,14,False
meyer-white.com,15,True,1,0,56417,21,8,5,True
rich-holmes.com,15,True,1,0,474058,26,9,8,True
mcintosh-cabrera.info,21,True,1,0,408592,27,9,1,False
schmidt.com,11,False,0,0,453307,18,3,13,True
mckee-sanchez.com,17,False,1,0,42908,23,12,17,True
martin.com,10,True,0,0,65286,21,0,18,True
gregory.net,11,False,0,0,414349,58,5,18,True
bennett.biz,11,True,0,0,354514,28,5,13,True
leach.com,9,False,0,0,50844,13,1,2,False
foster.com,10,False,0,0,255217,45,11,7,False
mcintyre.info,13,False,0,0,55785,20,14,9,False
oconnor.com,11,True,0,0,397234,30,0,4,False
hughes.com,10,True,0,0,227888,38,3,12,True
washington.com,14,False,0,0,118409,68,14,8,False
bass.info,9,False,0,0,216503,63,1,20,True
lamb.net,8,False,0,0,191369,23,7,8,True
barber.com,10,False,0,0,32313,56,8,17,True
marshall-brown.org,18,False,1,0,263256,64,10,13,False
brown.com,9,False,0,0,484343,66,10,14,True
nichols-ayers.com,17,False,1,0,113831,31,12,5,False
villegas.com,12,False,0,0,335688,60,15,12,False
green-keller.net,16,False,1,0,107100,35,1,1,False
rose.info,9,False,0,0,193528,62,6,10,False
larson-hall.com,15,True,1,0,43155,47,1,1,True
cunningham.com,14,False,0,0,199014,64,4,1,True
howard.com,10,False,0,0,492973,48,11,20,True
juarez-jones.com,16,False,1,0,325758,70,11,11,False
ibarra-mcclain.org,18,False,1,0,426283,47,14,8,True
cantrell-walker.com,19,True,1,0,325200,20,14,19,True
winters.org,11,False,0,0,137723,53,13,2,True
evans.com,9,False,0,0,137309,51,8,9,True
rodriguez-johnston.biz,22,True,1,0,93207,33,8,9,False
long.org,8,True,0,0,366613,27,2,16,False
richmond.com,12,True,0,0,466644,51,3,18,False
smith-hall.com,14,True,1,0,244643,48,6,19,False
ruiz-banks.info,15,False,1,0,495100,38,13,14,True
dunn-cannon.com,15,True,1,0,333062,47,10,2,False
smith.info,10,True,0,0,833,67,9,4,False
jones.net,9,False,0,0,152379,55,0,2,False
hudson.biz,10,False,0,0,362010,32,0,19,False
hall-stevens.com,16,False,1,0,331223,40,15,19,False
butler.com,10,False,0,0,457671,22,13,2,False
miller.com,10,False,0,0,127445,24,9,15,False
lopez.com,9,True,0,0,66414,49,2,6,False
williams-morris.com,19,True,1,0,48615,62,4,8,True
mitchell.org,12,False,0,0,451789,21,0,5,True
harvey-jackson.net,18,False,1,0,15530,70,7,4,False
martinez-campbell.net,21,True,1,0,53428,15,4,9,True
ray-garcia.com,14,True,1,0,365332,55,8,15,True
simon.org,9,False,0,0,391336,57,11,3,True
brock-reed.com,14,True,1,0,50993,19,3,19,True
roberts.com,11,False,0,0,319109,46,1,18,False
lewis.com,9,True,0,0,112177,15,2,17,True
smith.info,10,False,0,0,123275,27,5,5,True
williams.info,13,True,0,0,190649,35,14,2,True
guerrero.net,12,False,0,0,359997,24,15,12,True
patterson.com,13,False,0,0,286592,44,2,14,False
martinez.biz,12,True,0,0,51163,49,9,12,False
keller-dixon.com,16,True,1,0,412835,31,3,14,True
marshall.info,13,False,0,0,285737,70,12,8,True
blackwell.com,13,True,0,0,343879,63,4,18,True
myers.com,9,False,0,0,267848,30,6,2,False
obrien.com,10,False,0,0,394599,14,14,19,False
jennings.com,12,True,0,0,39244,62,6,10,True
gonzalez.com,12,True,0,0,244921,18,4,10,False
fitzgerald.net,14,True,0,0,283766,21,1,12,True
johnson.com,11,False,0,0,469137,66,15,13,True
jefferson-reynolds.org,22,True,1,0,188158,32,11,1,False
price.com,9,True,0,0,469151,37,8,17,False
chang.com,9,True,0,0,266272,42,15,20,False
mora.org,8,False,0,0,170470,61,11,10,False
stout-griffin.com,17,False,1,0,251432,31,11,3,False
watson.com,10,False,0,0,119841,31,11,19,True
blair.info,10,False,0,0,470755,68,15,7,True
williams-zimmerman.biz,22,False,1,0,65430,70,13,4,False
thompson-kemp.com,17,True,1,0,388739,38,4,2,False
gomez.com,9,False,0,0,392622,17,3,16,True
valencia.com,12,True,0,0,179798,52,8,16,True
porter.info,11,True,0,0,137715,47,15,3,True
newman.info,11,True,0,0,14076,60,3,1,False
burke.net,9,False,0,0,436494,67,0,1,True
powell-cortez.com,17,False,1,0,56422,12,4,15,True
morales.com,11,True,0,0,172969,52,13,19,True
pierce-smith.com,16,False,1,0,97959,41,11,8,False
mendez.com,10,True,0,0,108003,66,13,8,True
perry.com,9,True,0,0,435997,10,1,12,False
young-cortez.biz,16,True,1,0,23746,24,5,2,False
robertson.com,13,True,0,0,59551,36,6,2,False
allen.com,9,False,0,0,284458,40,10,15,False
gibson.com,10,False,0,0,297985,33,4,9,False
white.net,9,False,0,0,28001,42,10,9,False
barton.com,10,True,0,0,26363,49,1,12,True
anderson.com,12,False,0,0,108436,57,4,8,True
cooper-carter.com,17,False,1,0,119742,49,3,6,False
moore.org,9,False,0,0,424497,67,7,1,True
allen.net,9,True,0,0,63105,39,11,6,True
armstrong.org,13,False,0,0,430283,41,7,18,True
knight.com,10,True,0,0,173907,48,9,17,False
anderson-watson.info,20,True,1,0,153230,52,10,3,False
ritter-powers.com,17,False,1,0,91854,67,8,10,True
short-thompson.com,18,True,1,0,31758,39,10,16,True
davis-stephens.com,18,False,1,0,85076,51,0,12,False
drake.com,9,True,0,0,259054,47,10,3,True
savage.com,10,True,0,0,127462,69,7,6,True
obrien.com,10,True,0,0,140013,21,13,11,False
jackson-gutierrez.com,21,False,1,0,172220,59,11,2,False
thornton.net,12,True,0,0,221584,49,3,19,False
garcia.org,10,False,0,0,289776,30,5,15,False
lewis-moore.net,15,True,1,0,419132,45,12,3,False
lynch.com,9,True,0,0,118334,15,5,16,True
mcgee.net,9,False,0,0,236810,32,10,3,False
webster-holland.org,19,True,1,0,137058,47,12,13,False
martinez-garcia.com,19,False,1,0,411047,12,4,18,False
adkins.com,10,True,0,0,18886,34,11,5,False
morris.com,10,True,0,0,84413,26,1,9,True
myers.com,9,False,0,0,373533,68,7,4,False
morrison.net,12,True,0,0,342893,63,10,8,False
bryant.com,10,False,0,0,81555,21,0,13,True
white.org,9,False,0,0,217220,69,7,12,False
smith.com,9,False,0,0,289284,64,15,12,False
allen.com,9,True,0,0,86377,62,2,9,False
wood-mueller.com,16,True,1,0,105069,65,3,3,True
coleman-arias.com,17,False,1,0,393221,23,8,10,False
brown.info,10,False,0,0,448954,34,15,13,False
martin.org,10,True,0,0,445,69,15,18,True
davis.com,9,True,0,0,154384,48,15,5,False
clarke-murray.com,17,False,1,0,292645,64,7,10,False
woodard.biz,11,False,0,0,23687,30,0,8,True
figueroa.net,12,False,0,0,400306,37,0,2,False
walters.com,11,True,0,0,332934,11,9,19,False
davidson.com,12,True,0,0,292394,58,3,17,False
rodgers-carter.biz,18,True,1,0,262722,68,5,16,True
garcia.biz,10,True,0,0,47430,68,5,12,True
wood.com,8,True,0,0,338911,45,10,8,True
johnson-wells.info,18,True,1,0,2161,50,11,2,False
anderson-hayes.com,18,False,1,0,124023,64,9,1,True
phelps.net,10,True,0,0,282103,16,5,18,True
wright.net,10,True,0,0,343593,37,11,11,True
perkins.com,11,False,0,0,258323,64,7,4,True
patrick.com,11,True,0,0,317825,44,11,3,True
bolton.com,10,False,0,0,409317,24,11,5,False
davidson.biz,12,True,0,0,129251,52,3,2,False
wright-brown.com,16,False,1,0,424215,48,3,13,False
richardson.net,14,False,0,0,182979,20,11,8,False
wright.info,11,True,0,0,449024,49,3,3,True
peterson-frey.com,17,True,1,0,139545,10,12,13,True
lucas.biz,9,True,0,0,447872,11,1,16,False
washington-beck.biz,19,False,1,0,10743,60,8,12,False
smith-gomez.com,15,False,1,0,20442,56,5,4,True
lee-francis.com,15,False,1,0,125591,27,8,7,False
ruiz.com,8,False,0,0,258654,64,2,5,False
patterson.com,13,False,0,0,287848,50,13,8,True
payne-davidson.biz,18,False,1,0,312282,35,4,11,False
cantu.com,9,True,0,0,265863,32,6,18,True
krause.com,10,True,0,0,293973,12,12,5,True
santana-bell.com,16,True,1,0,131510,49,10,16,True
park.info,9,False,0,0,323559,32,6,15,True
long.com,8,True,0,0,376426,47,8,2,True
greene.com,10,True,0,0,233487,15,7,2,True
richardson.org,14,False,0,0,116922,21,13,12,True
adams.com,9,False,0,0,358735,17,11,19,False
garrett.com,11,False,0,0,432548,59,15,11,True
mccoy.com,9,True,0,0,81856,39,12,5,False
mccormick.net,13,True,0,0,391319,67,15,4,True
zimmerman.com,13,False,0,0,85364,14,11,15,False
rice-small.com,14,True,1,0,479501,36,5,10,True
lynch-gibson.org,16,False,1,0,150920,50,6,10,False
mendez.biz,10,True,0,0,264702,43,13,17,True
myers-ross.net,14,False,1,0,78205,63,7,15,True
bailey.com,10,True,0,0,383690,39,10,4,True
sherman.net,11,False,0,0,353558,61,11,13,False
sandoval-lucero.biz,19,True,1,0,175499,30,12,2,False
powell.com,10,False,0,0,380624,13,5,1,False
nelson-hahn.com,15,False,1,0,83467,45,7,15,True
johnson-johnson.com,19,True,1,0,158687,59,0,11,False
barry-anderson.com,18,False,1,0,321082,46,9,2,False
murray.com,10,False,0,0,409960,38,0,9,False
kennedy.com,11,True,0,0,378659,46,15,15,False
lee.com,7,True,0,0,106617,34,11,11,True
braun-barrett.com,17,True,1,0,427545,11,1,3,False
morse-burns.org,15,False,1,0,182550,15,14,19,True
saunders.com,12,False,0,0,92087,47,6,5,False
johnson.net,11,True,0,0,233204,28,0,16,True
simon.com,9,False,0,0,200925,32,2,2,False
armstrong.org,13,False,0,0,454944,42,0,7,True
chen.com,8,False,0,0,123150,35,14,3,False
washington.com,14,False,0,0,338658,40,10,8,False
brown-arnold.info,17,False,1,0,405881,44,8,15,True
barr-green.info,15,True,1,0,235590,67,11,11,True
dyer.com,8,True,0,0,182550,20,15,5,False
martinez.com,12,False,0,0,58767,43,9,2,True
carlson.net,11,True,0,0,338467,31,5,13,False
gay.com,7,False,0,0,196220,50,13,19,True
bauer.com,9,True,0,0,302643,64,12,20,False
petersen.com,12,False,0,0,356883,61,14,18,False
diaz.org,8,True,0,0,122465,69,15,16,True
king.com,8,False,0,0,252113,46,9,5,True
cox.org,7,True,0,0,372781,63,5,3,True
smith.biz,9,False,0,0,287789,58,2,1,True
gonzalez.net,12,False,0,0,251527,36,6,7,False
rocha.biz,9,False,0,0,271564,24,2,4,False
howell.info,11,True,0,0,320168,57,12,2,True
villanueva-allen.info,21,True,1,0,232432,35,7,18,False
ayala.org,9,False,0,0,301447,68,0,9,False
miller.com,10,False,0,0,51695,59,9,8,True
